source,target
ILFDublin,ShonaShirleyMac
minerva_prod,ShootMediaTweet
DublinBookFest,shopthegarden
TheGalleryPress,shorelinesarts
poetryireland,shorelinesarts
Doirepress,shorelinesarts
stingingfly,ShoreWriters
Doirepress,ShoreWriters
RandomTTours,ShortBookScribe
stingingfly,ShortFiction8
WritersWeek,ShortFiction8
MunLitCentre,shortpoemz
WritersWeek,Shortscreen
MunLitCentre,ShortStopsUK
stingingfly,ShortStopsUK
bansheelit,ShortStopsUK
stingingfly,ShortStoryAward
WritersWeek,ShortStoryAward
IrishWritersCtr,ShortStoryAward
OverTheEdgeOpen,ShortStoryAward
NewIslandBooks,ShortStoryAward
TheDublinReview,ShortStoryAward
bansheelit,ShortStoryAward
dalkeybookfest,ShortStoryAward
Doirepress,ShortStoryAward
wcorklitfest,ShortStoryAward
artscouncil_ie,ShortStoryAward
PatriciaDublin,ShortStoryAward
colmjoconnor,ShortStoryAward
OverTheEdgeOpen,ShortStoryComps
stingingfly,ShortStoryEU
Doirepress,ShortStoryEU
stingingfly,ShortStoryForum
LilliputPress,ShortStoryForum
WritersWeek,ShortStoryIRL
OverTheEdgeOpen,ShortStoryIRL
Doirepress,ShortStoryIRL
bansheelit,ShortStoryIRL
fishpublishing,ShortStoryIRL
OverTheEdgeOpen,shortstorymag
stingingfly,ShortStoryWeek
OverTheEdgeOpen,ShortStoryWeek
OverTheEdgeOpen,ShortStoryWrite
WritersWeek,shoutatshannon
SkeinPress,ShoutOut_IE
OverTheEdgeOpen,Shoutout_UK
WinterPapers,shoutyM
WritersWeek,showcaseireland
OBrienPress,showcaseireland
OBrienPress,SHPSGranard
thehodah,shriekbackmusic
LilliputPress,ShriKalwad
WritersWeek,Shteyngart
dalkeybookfest,Shteyngart
CuirtFestival,Shteyngart
dalkeybookfest,ShukiByrne
ContinuityPlay,ShuntEvents
TrampPress,Shutch64
SkeinPress,siafa_manequi
WritersWeek,siamsatire
poetryireland,siamsatire
MunLitCentre,siamsatire
MoLI_Museum,siamsatire
WritersWeek,siamsoir
TheGalleryPress,Sian_Cowman
ContinuityPlay,Sian_Rowland
Doirepress,SianBailey
Lit_Ireland,siancain
stingingfly,siancain
reic,sianmiriam
poetryireland,SianQuill
WritersWeek,SianSmyth
dalkeybookfest,SianSmyth
MunLitCentre,SiarSceal
poetryireland,SiarSceal
OBrienPress,Sibealpounder
fishpublishing,sibhy2
dubreviewbooks,SiCarswell
Menamanilow,SickleMoonPro
WritersWeek,SiClancy
MunLitCentre,siddharthagigoo
OrlaMcAWrites,Sidelighter
dedaluspress,SiderealMag
SkeinPress,SiderealMag
ILFDublin,SidMercutio
CuirtFestival,SidneyLitFest
DublinBookFest,siegejadotville
OBrienPress,SifaPoulton
IrishWritersCtr,Siggo
OBrienPress,Siggo
ILFDublin,Siggo
Irish1nterest,Siggo
ILFDublin,SignatureReads
SkeinPress,significantrisk
OBheal,SignsTheReading
CuirtFestival,silasmeek
ILFDublin,silasmeek
poetryireland,SilhouettePress
OBheal,SilhouettePress
SkeinPress,silicasun
PublishingIRL,siliconrepublic
DublinBookFest,siliconrepublic
ILFDublin,silkroadcafeie
irishpages,silner
OBrienPress,silomchugh
SkeinPress,Silver_Press_
MunLitCentre,silverapplesmag
SkeinPress,silverapplesmag
stingingfly,SilverStreamsJL
OverTheEdgeOpen,SilverWoodBooks
NewIslandBooks,Silvia_reads
RandomTTours,Silvia_reads
CuirtFestival,silviamg
stingingfly,Sime0nStylites
SkeinPress,simnthrgd
OMahonysBooks,Simon_Bourke28
WritersWeek,simon_francesca
ILFDublin,simon_francesca
dalkeybookfest,simon_schama
stingingfly,Simon_Smyth_
dubreviewbooks,SimonBooks
peterpoet123,SimonBooks
BookJunkie9,SimonBooks
poetryireland,SimonCallow
poetryireland,SimonCommunity
stingingfly,SimonCommunity
PublishingIRL,SimonCommunity
DublinBookFest,SimonCommunity
ColumbaQ,SimonCommunity
poetryireland,SimonCostello13
dedaluspress,SimonCostello13
stingingfly,SimonCostello13
bansheelit,SimonCostello13
SkeinPress,SimonCostello13
CherrySmyth,SimonCostello13
Lit_Ireland,simoncoveney
WritersWeek,simoncoveney
stingingfly,simoncoveney
MoLI_Museum,simoncoveney
BioBagIRELANDUK,simoncoveney
WritersWeek,SimonDelaneyEsq
OBrienPress,SimonDelaneyEsq
MoLI_Museum,simondoyle
IrishWritersCtr,Simonecam
IrishWritersCtr,SimonFayAuthor
Lit_Ireland,SimonHarrisTD
NewIslandBooks,SimonHarrisTD
dubreviewbooks,SimonHarrisTD
ILFDublin,simonjenkins4
IrishWritersCtr,SimonJHolloway
ILFDublin,SimonKIDS
OBrienPress,simonkids_UK
ILFDublin,simonkids_UK
Irish1nterest,simonkids_UK
dalkeybookfest,SimonKuper
dalkeybookfest,SimonKuperFT
Doirepress,Simonlewisaus
WritersWeek,simonmayo
poetryireland,simonmlewis
Doirepress,simonmlewis
OverTheEdgeOpen,simonmlewis
OBheal,simonmlewis
Irish1nterest,simonmlewis
ursulabyrne5,simonmlewis
WritersWeek,simonmontefiore
DublinBookFest,SimonOCM5
OBrienPress,simonpohare
dalkeybookfest,Simonschama
dalkeybookfest,simonschuster
ILFDublin,simonschuster
gutterbookshop,simonschuster
BookJunkie9,simonschuster
TheGalleryPress,simonschusterUK
NewIslandBooks,simonschusterUK
dalkeybookfest,simonschusterUK
Irish1nterest,simonschusterUK
dalkeybookfest,SimonSebag
stingingfly,SimonsPlacecafe
Doirepress,simontrewin
ILFDublin,simontrewin
MunLitCentre,simonvanbooy
stingingfly,simonvanbooy
IrishWritersCtr,simonvanbooy
CuirtFestival,simonvanbooy
CarlowCollege,simonworkman7
Lit_Ireland,simplesimon_ie
MoLI_Museum,simplesimon_ie
TrampPress,simplesimon_ie
SkeinPress,simplesimon_ie
lcollins232,simplesimon_ie
nphegarty,simplesimon_ie
syncandswim,simplesimon_ie
kathyroseobrien,simplesimon_ie
ILFDublin,SimplyFYNCH
PublishingIRL,Sinabhfuil
NewIslandBooks,Sinabhfuil
MoLI_Museum,Sinabhfuil
fionaboniwell,sinannf
dedaluspress,SindyLJoyce
poetryireland,SindyLJoyce
SkeinPress,SindyLJoyce
ILFDublin,SindyLJoyce
IrishWritersCtr,sinead_hamill
OBrienPress,sinead_mccoole
LilliputPress,sinead_mccoole
CuirtFestival,Sinead_McP
OverTheEdgeOpen,Sinead_Mears
IrishWritersCtr,sinead_moriarty
Lit_Ireland,sinead_moriarty
WritersWeek,sinead_moriarty
OBrienPress,sinead_moriarty
DublinBookFest,sinead_moriarty
PublishingIRL,sinead_moriarty
SkeinPress,sinead_moriarty
NewIslandBooks,sinead_moriarty
dalkeybookfest,sinead_moriarty
ILFDublin,sinead_moriarty
ZoeMillerAuthor,sinead_moriarty
OMahonysBooks,sinead_moriarty
margaretbmadden,sinead_moriarty
Irish1nterest,sinead_moriarty
HappyMrsH,sinead_moriarty
BenBlackAuthor,sinead_moriarty
DubrayBooks,sinead_moriarty
fhayesmccoy,sinead_moriarty
poetryireland,SineadANolan
PoolbegBooks,SineadBrassil
poetryireland,sineadcochrane
LilliputPress,sineadcreedonxo
WritersWeek,SineadCrowley
Lit_Ireland,SineadCrowley
stingingfly,SineadCrowley
poetryireland,SineadCrowley
IrishWritersCtr,SineadCrowley
NewIslandBooks,SineadCrowley
ILFDublin,SineadCrowley
OBrienPress,SineadCrowley
TrampPress,SineadCrowley
LilliputPress,SineadCrowley
OverTheEdgeOpen,SineadCrowley
CuirtFestival,SineadCrowley
MoLI_Museum,SineadCrowley
DublinBookFest,SineadCrowley
dalkeybookfest,SineadCrowley
Doirepress,SineadCrowley
bullaunpress,SineadCrowley
JoannaLouisePar,SineadCrowley
OUATBookReviews,SineadCrowley
Jolliffe03,SineadCrowley
nphegarty,SineadCrowley
OverTheEdgeOpen,sineaddaly
MoLI_Museum,sineaddelaney24
IrishWritersCtr,sineaddesmond
DublinBookFest,sineaddesmond
NewIslandBooks,sineaddesmond
OBrienPress,sineaddesmond
ILFDublin,SineadDiskin
bansheelit,SineadDoyle
poetryireland,sineadegan
dalkeybookfest,sineadegan
dubreviewbooks,SineadEOShea
ILFDublin,SineadEOShea
MoLI_Museum,SineadFennell
stingingfly,SineadFlahive
dedaluspress,sineadgleeson
IrishWritersCtr,sineadgleeson
WritersWeek,sineadgleeson
stingingfly,sineadgleeson
poetryireland,sineadgleeson
Lit_Ireland,sineadgleeson
MunLitCentre,sineadgleeson
salmonpoetry,sineadgleeson
TheGalleryPress,sineadgleeson
SkeinPress,sineadgleeson
NewIslandBooks,sineadgleeson
WinterPapers,sineadgleeson
dubreviewbooks,sineadgleeson
DublinBookFest,sineadgleeson
bansheelit,sineadgleeson
fishpublishing,sineadgleeson
Doirepress,sineadgleeson
LilliputPress,sineadgleeson
ILFDublin,sineadgleeson
dalkeybookfest,sineadgleeson
CuirtFestival,sineadgleeson
OverTheEdgeOpen,sineadgleeson
OBrienPress,sineadgleeson
Fallow__Media,sineadgleeson
MoLI_Museum,sineadgleeson
TheDublinReview,sineadgleeson
OMahonysBooks,sineadgleeson
irlscotland,sineadgleeson
SineadCrowley,sineadgleeson
HoZ_Books,sineadgleeson
junecaldwell,sineadgleeson
AvrinaJoslin,sineadgleeson
carolinemccarro,sineadgleeson
CraftShopBantry,sineadgleeson
snileannain,sineadgleeson
wordsofhelen,sineadgleeson
dlrcc,sineadgleeson
mountainstosea,sineadgleeson
Irish1nterest,sineadgleeson
margaretbmadden,sineadgleeson
LG_Cullen,sineadgleeson
paul_mc_veigh,sineadgleeson
nphegarty,sineadgleeson
DavidKeaneDub,sineadgleeson
CoraSherlock,sineadgleeson
CleoHanaway,sineadgleeson
dedaluspress,SineadGrif
ILFDublin,SineadIngoldsby
poetryireland,sineadkeogh
PublishingIRL,sineadkeogh
OverTheEdgeOpen,SineadmKennedy
WritersWeek,SineadOCarroll
TheDublinReview,SineadOCarroll
DublinBookFest,SineadOConnor
NewIslandBooks,SineadOConnor
ILFDublin,SineadOConnor16
poetryireland,sineadodoherty
DublinBookFest,sineadodoherty
poetryireland,SineadOReilly05
LilliputPress,sineadphelan8
TrampPress,sineadredmond
DublinBookFest,SineadRyan
WritersWeek,sineadthewriter
NewIslandBooks,SinginBlackbird
WritersWeek,SingMeCreation
poetryireland,SingMeCreation
stingingfly,singstates
dubreviewbooks,sini_malesevic
NewIslandBooks,sinkingfish
OverTheEdgeOpen,sinnfeinireland
DelectusBooks,sinnfeinireland
MoLI_Museum,siobh_ie
TheDublinReview,siobh_ie
PoolbegBooks,SiobhainBunni
margaretbmadden,SiobhainBunni
OBrienPress,SiobhainGrogan
SkeinPress,Siobhan_ODowd
poetryireland,Siobhan_SCC
ILFDublin,Siobhan2culture
poetryireland,siobhan347
WritersWeek,SiobhanAherne
dalkeybookfest,siobhanbrett
MoLI_Museum,siobhanbrett
dedaluspress,siobhanbrown_
SkeinPress,SiobhanClaire
WritersWeek,siobhancreaton
poetryireland,SiobhanDaffy
TheGalleryPress,SiobhanDaffy
NewIslandBooks,SiobhanDaffy
OBheal,SiobhanDaffy
ILFDublin,siobhandevitt
LilliputPress,SiobhanDowling
dedaluspress,siobhanflynn13
OBrienPress,Siobhanholliman
salmonpoetry,SiobhanHutson
poetryireland,SiobhanHutson
MoLI_Museum,siobhanmarketin
SkeinPress,siobhanmcelduff
BooksOfAllKinds,SiobhanMMacD
OMahonysBooks,SiobhanMMacD
NewIslandBooks,siobhanogorman1
IrishWritersCtr,siobhanpatten
Doirepress,SiobhanPepper
WritersWeek,siobhni
stingingfly,siobhni
WinterPapers,siobhni
SkeinPress,siobhni
TrampPress,siobhni
CuirtFestival,siobhni
thepoetryhour,siobhni
OMahonysBooks,siobhni
SkeinPress,siobhra
dalkeybookfest,SiobhraQuinlan
OBrienPress,SiobhraRush
GraceFitzG,SiofraOMeara
poetryireland,siomhamusic
OMahonysBooks,SioTierney
dubreviewbooks,SIPTU
DavidLynWriter,SIPTU
SkeinPress,siraboswell
_ChrisWrites,Sirens_Call
ILFDublin,sirgrimdark
DublinBookFest,SiriusArts
dedaluspress,SIRIUSXM
poetryireland,SirJoshBennett
ILFDublin,SirStinkySocks
Fallow__Media,SiteationDublin
DrPatridge,SITEGlobal
stingingfly,Siuners
IrishWritersCtr,Siuners
dedaluspress,Siuners
ILFDublin,Siuners
CuirtFestival,Siuners
stingingfly,SiunNi
poetryireland,SiveMusic
DublinBookFest,SiveMusic
SkeinPress,SiveMusic
CuirtFestival,SiveMusic
ILFDublin,siwfest
OBrienPress,six0sixdesign
six0sixdesign,six0sixdesign
NewIslandBooks,SixAtTheTable
fishpublishing,SixfoldJournal
OBrienPress,SixNationsRugby
poetryireland,SixOClockShow
WritersWeek,SixOClockShow
NewIslandBooks,SixOClockShow
OBrienPress,SixOClockShow
DublinBookFest,SixOClockShow
WritersWeek,sixteensouth
WritersWeek,SJ_Watson
dalkeybookfest,SJ_Watson
IrishWritersCtr,sjaberasturi
dalkeybookfest,sjanemurf
MoLI_Museum,sjanemurf
dubreviewbooks,sjarchives
DublinBookFest,SJB6991
TheArtisticDiff,SJDelaneywriter
dubreviewbooks,SJMaas
SkeinPress,SjoerdWeber
IrishWritersCtr,SJOHart
Doirepress,SJOHart
dalkeybookfest,SJOHart
Triona_Campbell,SJOHart
dalkeybookfest,Sjonorama
OBheal,SJSloat
WritersWeek,sjsWeb
stingingfly,SJSwords
dedaluspress,SJSwords
poetryireland,SJSwords
WritersWeek,SJSwords
MunLitCentre,SJSwords
IrishWritersCtr,SJSwords
ILFDublin,SJSwords
Doirepress,SJSwords
DublinBookFest,SJSwords
NewIslandBooks,SJSwords
OverTheEdgeOpen,SJSwords
CuirtFestival,SJSwords
OBrienPress,SJSwords
OBheal,SJSwords
MoLI_Museum,SJSwords
SkeinPress,SJSwords
LilliputPress,SJSwords
SarahxCu,SJSwords
TheTravelCult,SJSwords
Nicola_Anthony,SJSwords
UCDLibrary,SJSwords
katemc87,SJSwords
macgearc,SJSwords
mountainstosea,SJSwords
AndrewMilne12,SJSwords
janewillowmusic,SJSwords
royomahony,SJSwords
TCDArtCurator,SJSwords
Mother_Cultures,SJSwords
claire_ms_p,SJSwords
CuirtFestival,SkankRandy
stingingfly,SkeinPress
dedaluspress,SkeinPress
IrishWritersCtr,SkeinPress
poetryireland,SkeinPress
PublishingIRL,SkeinPress
Doirepress,SkeinPress
CuirtFestival,SkeinPress
DublinBookFest,SkeinPress
LilliputPress,SkeinPress
TrampPress,SkeinPress
MoLI_Museum,SkeinPress
ILFDublin,SkeinPress
bansheelit,SkeinPress
SkeinPress,SkeinPress
NewIslandBooks,SkeinPress
dalkeybookfest,SkeinPress
clairerockfinch,SkeinPress
GraMurphy,SkeinPress
AnneTannam,SkeinPress
UCDPress,SkeinPress
theshakingbog,SkeinPress
malp_galway,SkeinPress
WritersWeek,SkelligKerry
WritersWeek,SkelligRgsGAA
WritersWeek,skelligschoc
OBrienPress,SkelligsJewelry
poetryireland,Skerries
MunLitCentre,skibbartsfest
TheGalleryPress,skibbartsfest
poetryireland,skibbartsfest
OverTheEdgeOpen,skibbartsfest
BellCaragh,skibbartsfest
BellCaragh,SkibbereenIRL
BellCaragh,SkibbereenMkt
BellCaragh,SkibbSC
DanMulhall,skillsmidwest
SkeinPress,skin_lit
OBrienPress,skinbad1982
OverTheEdgeOpen,SkintLondon
SkeinPress,skirting_around
OBrienPress,skivinspannah
Sam678,SkomLana
OverTheEdgeOpen,SkrivaWriting
CuirtFestival,skuldintape
dedaluspress,skutakelly
WritersWeek,SkyArts
ILFDublin,SkyArts
WritersWeek,SkyIreland
OBrienPress,SkyIreland
poetryireland,Skylight47Poems
IrishWritersCtr,Skylight47Poems
dedaluspress,Skylight47Poems
OverTheEdgeOpen,Skylight47Poems
Doirepress,Skylight47Poems
bansheelit,Skylight47Poems
CuirtFestival,Skylight47Poems
Sarmarpad,Skylight47Poems
azinecalledESC,Skylight47Poems
AnneTannam,Skylight47Poems
AlanGSmyth,SkylightThtr
WritersWeek,SkyNews
dubreviewbooks,SkyNews
MiseCiara,skysocialrocket
WritersWeek,SkySports
Doirepress,SLALondon
poetryireland,SlamSunday
reic,SlamSunday
poetryireland,SlaneCastle
poetryireland,Slate
MunLitCentre,Slate
dubreviewbooks,Slate
Doirepress,Slate
OBrienPress,Slate
ILFDublin,Slate
NewIslandBooks,Slate
MMU_English,Slate
carisma4u,Slate
dubreviewbooks,SlateCultFest
OverTheEdgeOpen,slcwritersgroup
SkeinPress,sledgehammerlit
OverTheEdgeOpen,SleepintheGardn
WritersWeek,sleeplessmum
Irish1nterest,SleepMatters1
CuirtFestival,slgunter
Doirepress,slhesketh
NewIslandBooks,slibreriburns
LilliputPress,sliceD7
OverTheEdgeOpen,SliceMagazine
IrishWritersCtr,slickfixation
stingingfly,slickfixation
LilliputPress,slickhop
poetryireland,SlightMotif
TheGalleryPress,sligococo
poetryireland,sligococo
dubreviewbooks,sligococo
fhayesmccoy,sligococo
Doirepress,SligoKayakTours
poetryireland,SligoLeader
stingingfly,sligolib
Doirepress,sligolib
fhayesmccoy,sligolib
WinterPapers,SligoRaincoats
dubreviewbooks,SligoWalks
OverTheEdgeOpen,slipperypawords
OBrienPress,SLKelly13
poetryireland,SLONightWriter
OBrienPress,slouisebarnard
dedaluspress,slovobooks
DanMulhall,slowdownshow
OverTheEdgeOpen,slp_gb
LilliputPress,SLSConference
IrishWritersCtr,SluggerOToole
dubreviewbooks,SluggerOToole
conln_jase,SluggerOToole
ImagineBelfast,SluggerOToole
WritersWeek,Slyone1069
OBrienPress,SM_DCULIB
Ashley_E_Best,Small_Snail
stingingfly,smallbeerpress
IrishWritersCtr,smallcoen
stingingfly,smallcoen
TrampPress,smallcoen
SkeinPress,smallpressbooks
IrishWritersCtr,smalltranslibr
dedaluspress,smalltranslibr
poetryireland,Smashing_Times
dedaluspress,Smashing_Times
WritersWeek,smc_listowel
BestofCork,smcctand
dalkeybookfest,smcs
dalkeybookfest,smdiehl
stingingfly,smeeho7
NewIslandBooks,smeeho7
dubreviewbooks,smeeho7
Doirepress,smeeho7
CuirtFestival,smeeho7
poetryireland,SMFComms
shand_kathy,smh
MunLitCentre,SmidgeWrites
OBheal,SmidgeWrites
poetryireland,SmilesDental_
dalkeybookfest,SmitaTharoor
Doirepress,smith
GerryMoynihan,smithalistair
ContinuityPlay,smithalistair
stingingfly,smithben
NewIslandBooks,smithben
stingingfly,SmithereensPres
MunLitCentre,SmithereensPres
OverTheEdgeOpen,SmithereensPres
Doirepress,SmithereensPres
OBheal,SmithereensPres
roseservitova,SmithereensPres
EnglishUCC,SmithereensPres
Michael_Begnal,SmithereensPres
CelizMurray,SmithereensPres
LilliputPress,SmithfieldSq
ILFDublin,smithlewick
stingingfly,smockalley
Lit_Ireland,smockalley
poetryireland,smockalley
IrishWritersCtr,smockalley
WritersWeek,smockalley
TheGalleryPress,smockalley
DublinBookFest,smockalley
PublishingIRL,smockalley
NewIslandBooks,smockalley
ILFDublin,smockalley
LilliputPress,smockalley
SkeinPress,smockalley
Doirepress,smockalley
OBrienPress,smockalley
dalkeybookfest,smockalley
TheDublinReview,smockalley
TheatreSome,smockalley
simonmaltman,smockalley
bayveenwriter,smockalley
fregolitheatre,smockalley
Brendo91,smockalley
NewIslandBooks,SmokeLong
OBheal,SmokestackBooks
MunLitCentre,smokintofu
IrishWritersCtr,SMooreFitz
TheGalleryPress,SMooreFitz
WritersWeek,SMooreFitz
poetryireland,SMooreFitz
dalkeybookfest,SMooreFitz
OBrienPress,SMooreFitz
SkeinPress,SMooreFitz
MoLI_Museum,SMooreFitz
AislingUi,SMooreFitz
OMahonysBooks,SMooreFitz
MoLI_Museum,smore2102
stingingfly,SmPressRev
dedaluspress,SMU_English
WinterPapers,smullallylaw
WritersWeek,smyth_jason
OBrienPress,SmythAileen
dedaluspress,SnaGaeilge
WritersWeek,SnaGaeilge
TheGalleryPress,SnaGaeilge
poetryireland,SnaGaeilge
IrishWritersCtr,SnaGaeilge
DublinBookFest,SnaGaeilge
MoLI_Museum,SnaGaeilge
NewIslandBooks,SnaGaeilge
CuirtFestival,SnaGaeilge
OBrienPress,SnaGaeilge
OBheal,SnaGaeilge
reic,SnaGaeilge
macgearc,SnaGaeilge
ILFDublin,sNarah
dalkeybookfest,snastablasta
ablackeyedpeace,SnastaOfficial
OBheal,SnatchComedy
stingingfly,Sneetchster
matthewsmaria92,SnellingsLieve
OBrienPress,snicreamoinn
bansheelit,snitsnat101
OverTheEdgeOpen,SnoopyTheGoon
sorkKari,snootful
VinoLectable,snootful
poetryireland,SnoringIE
ILFDublin,snorkey
SkeinPress,SnowflakeMag
poetryireland,snowpatrolband
poetryireland,SO_FineArt
Doirepress,so_improbable
SkeinPress,so_improbable
SkeinPress,so_simple_simon
IrishWritersCtr,so_you_know
CuirtFestival,so_you_know
ILFDublin,so_you_know
Doirepress,so_you_know
SkeinPress,SoarForAccess
PublishingIRL,SoberPaddy
SkeinPress,SobotkaLitMag
poetryireland,Soc_of_Authors
Lit_Ireland,Soc_of_Authors
WritersWeek,Soc_of_Authors
NewIslandBooks,Soc_of_Authors
dalkeybookfest,Soc_of_Authors
lorraineelizab6,Soc_of_Authors
dalkeybookfest,Soc4OldLucan
poetryireland,SOCCEnglish
poetryireland,Socceroos
poetryireland,SOCCTYgroup
OverTheEdgeOpen,SocDemsGalway
salmonpoetry,sociablesite
stingingfly,socialgrand
OverTheEdgeOpen,Socialist_party
OverTheEdgeOpen,socialist_world
OverTheEdgeOpen,SocialistAlt
OverTheEdgeOpen,SocialistBaloch
OverTheEdgeOpen,socialistpaper
OverTheEdgeOpen,SocialistParty
OverTheEdgeOpen,socialiststeve
OverTheEdgeOpen,socialistudents
DublinBookFest,sockie25
OverTheEdgeOpen,SocMed4Writers
WritersWeek,socmediaawards
OBrienPress,socmediaawards
PublishingIRL,socmediaawards
OverTheEdgeOpen,soconfhaola
NewIslandBooks,soctheatre
LilliputPress,sodablonde
poetryireland,Sodacus
dedaluspress,Sodacus
SkeinPress,Sodacus
OBheal,Sodacus
CuirtFestival,Sodacus
poetryireland,SOFFTProd
NewIslandBooks,sofia_lawson5
SkeinPress,sofiafeycreates
Londoniste,sofiebuckland
CuirtFestival,SofieHagen
ILFDublin,SofiOksanen
SkeinPress,SoFloPoJo
dedaluspress,soft_moth
IrishWritersCtr,soft_moth
poetryireland,soft_moth
stingingfly,soft_moth
MoLI_Museum,soft_moth
NewIslandBooks,soft_moth
bansheelit,soft_moth
ILFDublin,soft_moth
CuirtFestival,soft_moth
caradonaghey,soft_moth
CherrySmyth,soft_moth
stingingfly,Sohini_Basak
dalkeybookfest,SohoFilmFest
stingingfly,sohoradio
WritersWeek,sohotheatre
poetryireland,soilsitheoir
stingingfly,Solasfan
NewIslandBooks,SOLASFET
stingingfly,Solasnuacht
dedaluspress,Solasnuacht
poetryireland,Solasnuacht
WritersWeek,Solasnuacht
IrishWritersCtr,Solasnuacht
SkeinPress,Solasnuacht
DublinBookFest,Solasnuacht
Fallow__Media,Solasnuacht
bansheelit,Solasnuacht
LilliputPress,Solasnuacht
NewIslandBooks,Solasnuacht
Nessao,Solasnuacht
MSKinDC,Solasnuacht
gagebybell,Solasnuacht
elainefeeney16,Solasnuacht
Irishartsdc,Solasnuacht
TheQuietSpeaker,Solasnuacht
MoLI_Museum,SolasProject
MoLI_Museum,sole24ore
kevidoyle,solidaritybooks
OverTheEdgeOpen,SolihullScribes
Doirepress,SolitudeNetwork
poetryireland,SolomonFineArt
stingingfly,SolShorts
SkeinPress,SolShorts
TheGalleryPress,solsticearts
poetryireland,solsticearts
NewIslandBooks,solsticearts
fionasherlock,solsticearts
Doirepress,SolsticePoetry
simonmaltman,Solsticepublish
IrishWritersCtr,solsticetrilogy
poetryireland,soma_psyche
OverTheEdgeOpen,soma_psyche
Doirepress,somaticon
OBheal,somaticon
NIPR_nibooks,somaticon
SkeinPress,some_scripts
IrishWritersCtr,somedistortions
Doirepress,somedistortions
bansheelit,somedistortions
poetryireland,someehan
ILFDublin,someehan
NewIslandBooks,someehan
WinterPapers,somefiasco
bansheelit,somefiasco
Doirepress,somulligan
IrishWritersCtr,soneillsongs
stingingfly,sonewpublishing
poetryireland,SonglinesMag
WritersWeek,SongsInTheKey
IrishWritersCtr,SongsInTheKey
OBrienPress,soniaagrith
OverTheEdgeOpen,sonjatiernan
dubreviewbooks,sonjatiernan
CuirtFestival,SonnyMolloys
dedaluspress,SonOfOlokun
stingingfly,SonyaGildea
poetryireland,SonyaGildea
dedaluspress,SonyaGildea
SkeinPress,SonyaGildea
ILFDublin,SonyaGildea
CherrySmyth,SonyaGildea
SkeinPress,sonyakelly06
MoLI_Museum,sonyakelly06
Doirepress,sonyawhitefield
poetryireland,sooeyns
OBrienPress,sootp
poetryireland,Soozerama
OverTheEdgeOpen,sophchei
dubreviewbooks,SophiaGrene
MoLI_Museum,Sophie_Doyle95
LilliputPress,SophieBuchan
bansheelit,SophieDumont1
WinterPapers,sophiegllghr
stingingfly,sophiegrenham
Lit_Ireland,sophiegrenham
IrishWritersCtr,sophiegrenham
TheGalleryPress,sophiegrenham
poetryireland,sophiegrenham
WritersWeek,sophiegrenham
Doirepress,sophiegrenham
NewIslandBooks,sophiegrenham
LilliputPress,sophiegrenham
dalkeybookfest,sophiegrenham
SkeinPress,sophiegrenham
WinterPapers,sophiegrenham
OBrienPress,sophiegrenham
MoLI_Museum,sophiegrenham
pendragonmist,sophiegrenham
VampireSorcha,sophiegrenham
gutterbookshop,sophiegrenham
nphegarty,sophiegrenham
WritersWeek,sophiehannahCB1
poetryireland,sophiehannahCB1
SkeinPress,sophiehannahCB1
CuirtFestival,sophiehannahCB1
OBrienPress,SophieHealyThow
poetryireland,sophielclarke1
stingingfly,SophieTheGorman
WritersWeek,SophieTheGorman
dalkeybookfest,SophieTheGorman
CuirtFestival,SophieTheGorman
ILFDublin,sophyhenn
IrishWritersCtr,Sorcha_Kenny
stingingfly,Sorcha_Kenny
TheDublinReview,SorchaHamilton
dalkeybookfest,sorchajudge
CuirtFestival,SorchaNCh
MiseCiara,SorchaNiCh
CuirtFestival,sorchanimh
dedaluspress,sorchaoconnor
IrishWritersCtr,SorchaPollak
WritersWeek,SorchaPollak
poetryireland,SorchaPollak
LilliputPress,SorchaPollak
NewIslandBooks,SorchaPollak
dalkeybookfest,SorchaPollak
SkeinPress,SorchaPollak
DublinBookFest,SorchaPollak
dalkeybookfest,sorleymccaughey
irishpages,SortofBooks
poetryireland,soshunetwork
CuirtFestival,soshunetwork
OBrienPress,sosligofest
IrishWritersCtr,SoThisIsLiz
SkeinPress,SoToSpeakJrnl
webmanmain,sou_utau
violrussell,SoulMatePublish
bansheelit,SoundAndFrank
MunLitCentre,SoundEyeCork
OBheal,SoundEyeCork
dedaluspress,Soundingvisual
poetryireland,Soundingvisual
poetryireland,SoundsofSON
DublinBookFest,SoundsofSON
LilliputPress,SoundsofSON
IrishWritersCtr,sourcearts
poetryireland,sourcearts
TheeDaniMagic,sourcearts
MunLitCentre,sourlandreview
stingingfly,southbankcentre
ILFDublin,southbankcentre
OverTheEdgeOpen,southbankcentre
OverTheEdgeOpen,SouthBelfastSP
ILFDublin,southcartbooks
SkeinPress,SouthchildLit
OBrienPress,SouthEastRadio
NewIslandBooks,SouthEastRadio
OverTheEdgeOpen,southern_review
OverTheEdgeOpen,SouthernSP
NewIslandBooks,SouthernStarIRL
BellCaragh,SouthernStarIRL
TrampPress,Southgate_Assoc
OverTheEdgeOpen,SouthgateLabour
WritersWeek,SouthKerryBoard
irenelovesdogs,SouthoftheN71
BellCaragh,SouthoftheN71
poetryireland,SouthTippArts
ILFDublin,SouthWind_Blows
TrampPress,SouvenirPress
SkeinPress,SoverinoTiziana
